x,t
0.5533485090226654,-0.32466951170795166
0.028403930672691535,0.1652635408818484
0.9084206909468799,-0.544789407002481
0.1239863501299755,0.6998593508657823
0.9680137887502284,-0.19182021486612194
0.5510841331978844,-0.3367775418220494
0.41292864466655366,0.5146093071446186
0.13012362956797652,0.7295384310247999
0.6708920476226011,-0.8697015887213222
0.49767596587802276,0.032913489483927964
0.39283610620680753,0.6092099491982157
0.9972933502916372,-0.014882958197134411
0.8792975315291303,-0.6894597668059395
0.30399047506723187,0.9537783818499832
0.3106839143238187,0.9100491550355955
0.5949016569452351,-0.5750666217456808
0.9191159655158332,-0.4899649363542307
0.20645623900855725,0.9646392254819484
0.45742942573986645,0.25018437172918045
0.13961065543147133,0.7715515480179117
0.4934430992695611,0.04215196060174495
0.3245537621427289,0.8959448594398686
0.0053876031746761255,0.060497221464679056
0.013031377235127373,0.08633631415711088
0.23404573062582756,0.9969589643960945
0.0040455390858514795,0.01648526310339639
0.4310297755718804,0.4145851979143991
0.6428624103374144,-0.792305447868474
0.7162901770484827,-0.9637974347400341
0.3077920001533111,0.9350079912358084
0.25917384216863915,0.9962137603453174
0.37088289528879026,0.7162398492029828
0.5182018979577839,-0.10533644858451471
0.29438230116232256,0.9460442565222693
0.776907413095771,-0.9949463484793404
0.11308141155165852,0.6652790282432199
0.888811184814272,-0.6366898164244417
0.15582752045686854,0.8331795111213142
0.7642497812324892,-0.9927564566016365
0.19633292673308966,0.9229415014391438
0.5423386097272401,-0.26693126274573875
0.470571033700212,0.20119855470560113
0.8789670216544104,-0.6821413524036224
0.1691123600274571,0.8758531070861846
0.693314377498654,-0.9230119242511621
0.7945655436433503,-0.9660376195439705
0.7303503552214741,-0.9818367888734227
0.5659775069844868,-0.3890123517056734
0.602873381607596,-0.5954016749883483
0.8251713226709049,-0.8919879076217088
